2025-10-23 07:49:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 启动 AI 语音助手
2025-10-23 08:33:03 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化动作执行器
2025-10-23 08:33:03 | ai_assistant | INFO     | text_to_speech.py:38 | _initialize_engine() | ✅ TTS 引擎初始化成功
2025-10-23 08:33:03 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化音乐播放器
2025-10-23 08:33:03 | ai_assistant | INFO     | system_controller.py:73 | _init_music_player() | ✅ 音乐播放器初始化成功
2025-10-23 08:33:03 | ai_assistant | INFO     | system_controller.py:436 | __init__() | 🔧 任务编排器已加载 12 个可调用函数
2025-10-23 08:33:03 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:33:03 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:33:03 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:33:07 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '你好'
2025-10-23 08:33:07 | ai_assistant | INFO     | main.py:104 | handle_single_interaction() | 🗣️ 用户说: '你好'
2025-10-23 08:33:07 | ai_assistant | INFO     | qwen_assistant.py:28 | __init__() | ✅ QWENAssistant 初始化完成，使用模型: qwen-plus
2025-10-23 08:33:07 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 08:33:10 | ai_assistant | WARNING  | qwen_assistant.py:179 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 08:33:10 | ai_assistant | INFO     | system_controller.py:539 | execute_from_ai_decision() | 🚀 正在执行: _speak_response({'message': '{\n  "intent": "chat",\n  "task_type": "greeting_response",\n  "execution_plan": [],\n  "response_to_user": "你好！有什么我可以帮你的吗？",\n  "requires_confirmation": false,\n  "mode": "parallel"\n}'})
2025-10-23 08:33:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 语音回复用户
2025-10-23 08:33:10 | ai_assistant | INFO     | system_controller.py:60 | _speak_response() | 📢 播报: {
  "intent": "chat",
  "task_type": "greeting_response",
  "execution_plan": [],
  "response_to_user": "你好！有什么我可以帮你的吗？",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 08:33:10 | ai_assistant | INFO     | main.py:114 | handle_single_interaction() | ✅ 操作成功: _speak_response -> 语音已播放
2025-10-23 08:33:10 | ai_assistant | INFO     | main.py:121 | handle_single_interaction() | 🤖 回复: 语音已播放
2025-10-23 08:33:10 | ai_assistant | ERROR    | text_to_speech.py:90 | _event_loop_worker() | 💥 TTS 线程异常: run loop already started
Traceback (most recent call last):
  File "f:\程序员的日常\python\AI_Manager\Progress\app\text_to_speech.py", line 72, in _event_loop_worker
    self.engine.startLoop(False)
    ~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "e:\python\Lib\site-packages\pyttsx3\engine.py", line 238, in startLoop
    raise RuntimeError(msg)
RuntimeError: run loop already started
2025-10-23 08:33:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:33:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:33:10 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:33:16 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:33:16 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:33:16 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:33:16 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:33:16 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:33:16 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:33:21 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:33:21 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:33:21 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:33:22 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:33:22 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:33:22 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:33:27 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:33:27 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:33:27 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:33:27 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:33:27 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:33:27 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:33:32 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:33:32 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:33:32 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:33:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:33:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:33:33 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:33:38 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:33:38 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:33:38 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:33:38 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:33:38 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:33:38 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:33:43 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '创建 文本'
2025-10-23 08:33:43 | ai_assistant | INFO     | main.py:104 | handle_single_interaction() | 🗣️ 用户说: '创建 文本'
2025-10-23 08:33:43 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 08:33:47 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 08:33:47 | ai_assistant | WARNING  | system_controller.py:598 | run_single_step() | ⚠️ 未知操作: speak_response
2025-10-23 08:33:47 | ai_assistant | WARNING  | main.py:118 | handle_single_interaction() | ❌ 执行失败: 已创建文本文件，文件名为 new_file.txt。 正在尝试创建文件并写入文本... | 不支持的操作: speak_response
2025-10-23 08:33:47 | ai_assistant | INFO     | main.py:121 | handle_single_interaction() | 🤖 回复: 抱歉，已创建文本文件，文件名为 new_file.txt。 正在尝试创建文件并写入文本... | 不支持的操作: speak_response
2025-10-23 08:33:48 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:33:48 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:33:48 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:33:53 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:33:53 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:33:53 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:33:53 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:33:53 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:33:53 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:33:58 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:33:58 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:33:58 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:33:59 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:33:59 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:33:59 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:34:04 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:34:04 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:34:04 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:34:04 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:34:04 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:34:04 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:34:10 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:34:10 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:34:10 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:34:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:34:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:34:10 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:34:15 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:34:15 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:34:15 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:34:16 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:34:16 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:34:16 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:37:50 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 启动 AI 语音助手
2025-10-23 08:37:50 | ai_assistant | INFO     | main.py:127 | main() | 🚀 正在启动 AI 语音助手系统...
2025-10-23 08:37:50 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化语音识别模块
2025-10-23 08:37:50 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 加载 Vosk 离线模型
2025-10-23 08:37:50 | ai_assistant | INFO     | voice_recognizer.py:54 | _load_model() | 📦 正在加载模型: ./vosk-model-small-cn-0.22
2025-10-23 08:37:50 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化音频系统
2025-10-23 08:37:50 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化 AI 助手模块
2025-10-23 08:37:50 | ai_assistant | INFO     | qwen_assistant.py:28 | __init__() | ✅ QWENAssistant 初始化完成，使用模型: qwen-plus
2025-10-23 08:37:50 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化文本转语音模块
2025-10-23 08:37:51 | ai_assistant | INFO     | text_to_speech.py:38 | _initialize_engine() | ✅ TTS 引擎初始化成功
2025-10-23 08:37:51 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化动作执行器
2025-10-23 08:37:51 | ai_assistant | INFO     | text_to_speech.py:38 | _initialize_engine() | ✅ TTS 引擎初始化成功
2025-10-23 08:37:51 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化音乐播放器
2025-10-23 08:37:51 | ai_assistant | INFO     | system_controller.py:73 | _init_music_player() | ✅ 音乐播放器初始化成功
2025-10-23 08:37:51 | ai_assistant | INFO     | system_controller.py:437 | __init__() | 🔧 任务编排器已加载 12 个可调用函数
2025-10-23 08:37:51 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:37:51 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:37:51 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:37:56 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:37:56 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:37:56 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:37:56 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:37:56 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:37:56 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:38:01 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:38:01 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:38:02 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:38:02 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:38:02 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:38:06 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '创建 文本 写作 的 世界'
2025-10-23 08:38:06 | ai_assistant | INFO     | main.py:104 | handle_single_interaction() | 🗣️ 用户说: '创建 文本 写作 的 世界'
2025-10-23 08:38:06 | ai_assistant | INFO     | qwen_assistant.py:28 | __init__() | ✅ QWENAssistant 初始化完成，使用模型: qwen-plus
2025-10-23 08:38:06 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 08:38:14 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 08:38:14 | ai_assistant | WARNING  | system_controller.py:599 | run_single_step() | ⚠️ 未知操作: speak_response
2025-10-23 08:38:14 | ai_assistant | WARNING  | main.py:118 | handle_single_interaction() | ❌ 执行失败: 已为你创建写作的世界，文本已生成，现在可以开始你的创作之旅了。 正在尝试创建文件并写入文本... | 不支持的操作: speak_response
2025-10-23 08:38:14 | ai_assistant | INFO     | main.py:121 | handle_single_interaction() | 🤖 回复: 抱歉，已为你创建写作的世界，文本已生成，现在可以开始你的创作之旅了。 正在尝试创建文件并写入文本... | 不支持的操作: speak_response
2025-10-23 08:38:14 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:38:14 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:38:14 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:38:19 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:38:19 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:38:19 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:38:20 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:38:20 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:38:20 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:38:25 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:38:25 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:38:25 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:38:25 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:38:25 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:38:25 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:38:30 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:38:30 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:38:30 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:38:31 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:38:31 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:38:31 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:38:36 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:38:36 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:38:36 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:38:37 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:38:37 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:38:37 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:38:41 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '太子 能 什么'
2025-10-23 08:38:41 | ai_assistant | INFO     | main.py:104 | handle_single_interaction() | 🗣️ 用户说: '太子 能 什么'
2025-10-23 08:38:41 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 08:38:44 | ai_assistant | WARNING  | qwen_assistant.py:179 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 08:38:44 | ai_assistant | INFO     | system_controller.py:540 | execute_from_ai_decision() | 🚀 正在执行: _speak_response({'message': '{\n  "intent": "chat",\n  "task_type": "answer_question",\n  "execution_plan": [],\n  "response_to_user": "“太子”通常指皇位的继承人，他能做的事很多，比如学习治国之道、辅佐皇帝处理政务、统领军队、主持典礼等。在古代，太子是国家未来的君主，肩负着继位和治理天下的重任。",\n  "requires_confirmation": false,\n  "mode": "parallel"\n}'})
2025-10-23 08:38:44 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 语音回复用户
2025-10-23 08:38:44 | ai_assistant | INFO     | system_controller.py:60 | _speak_response() | 📢 播报: {
  "intent": "chat",
  "task_type": "answer_question",
  "execution_plan": [],
  "response_to_user": "“太子”通常指皇位的继承人，他能做的事很多，比如学习治国之道、辅佐皇帝处理政务、统领军队、主持典礼等。在古代，太子是国家未来的君主，肩负着继位和治理天下的重任。",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 08:38:44 | ai_assistant | INFO     | main.py:114 | handle_single_interaction() | ✅ 操作成功: _speak_response -> 语音已播放
2025-10-23 08:38:44 | ai_assistant | INFO     | main.py:121 | handle_single_interaction() | 🤖 回复: 语音已播放
2025-10-23 08:38:44 | ai_assistant | ERROR    | text_to_speech.py:90 | _event_loop_worker() | 💥 TTS 线程异常: run loop already started
Traceback (most recent call last):
  File "f:\程序员的日常\python\AI_Manager\Progress\app\text_to_speech.py", line 72, in _event_loop_worker
    self.engine.startLoop(False)
    ~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "e:\python\Lib\site-packages\pyttsx3\engine.py", line 238, in startLoop
    raise RuntimeError(msg)
RuntimeError: run loop already started
2025-10-23 08:38:45 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:38:45 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:38:45 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:38:50 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:38:50 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:38:50 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:38:50 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:38:50 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:38:50 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:38:54 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '看'
2025-10-23 08:38:54 | ai_assistant | INFO     | main.py:104 | handle_single_interaction() | 🗣️ 用户说: '看'
2025-10-23 08:38:54 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 08:38:56 | ai_assistant | WARNING  | qwen_assistant.py:179 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 08:38:56 | ai_assistant | INFO     | system_controller.py:540 | execute_from_ai_decision() | 🚀 正在执行: _speak_response({'message': '{\n  "intent": "chat",\n  "task_type": "answer_question",\n  "execution_plan": [],\n  "response_to_user": "看什么呢？如果你有想让我帮你查看的内容，比如文件、信息或者需要朗读的文字，请告诉我哦。",\n  "requires_confirmation": false,\n  "mode": "parallel"\n}'})
2025-10-23 08:38:56 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 语音回复用户
2025-10-23 08:38:56 | ai_assistant | INFO     | system_controller.py:60 | _speak_response() | 📢 播报: {
  "intent": "chat",
  "task_type": "answer_question",
  "execution_plan": [],
  "response_to_user": "看什么呢？如果你有想让我帮你查看的内容，比如文件、信息或者需要朗读的文字，请告诉我哦。",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 08:38:56 | ai_assistant | INFO     | main.py:114 | handle_single_interaction() | ✅ 操作成功: _speak_response -> 语音已播放
2025-10-23 08:38:56 | ai_assistant | INFO     | main.py:121 | handle_single_interaction() | 🤖 回复: 语音已播放
2025-10-23 08:38:57 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:38:57 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:38:57 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:39:02 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 08:39:02 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 08:39:02 | ai_assistant | INFO     | main.py:101 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 08:39:02 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 08:39:02 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 08:39:02 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 08:39:32 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 启动 AI 语音助手
2025-10-23 08:39:32 | ai_assistant | INFO     | main.py:127 | main() | 🚀 正在启动 AI 语音助手系统...
2025-10-23 08:39:32 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化语音识别模块
2025-10-23 08:39:32 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 加载 Vosk 离线模型
2025-10-23 08:39:32 | ai_assistant | INFO     | voice_recognizer.py:54 | _load_model() | 📦 正在加载模型: ./vosk-model-small-cn-0.22
2025-10-23 08:39:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化音频系统
2025-10-23 08:39:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化 AI 助手模块
2025-10-23 08:39:33 | ai_assistant | INFO     | qwen_assistant.py:28 | __init__() | ✅ QWENAssistant 初始化完成，使用模型: qwen-plus
2025-10-23 08:39:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 初始化文本转语音模块
