2025-10-27 18:34:07 | ai_assistant | INFO     | main.py:82 | main() | 🚀 AI 语音助手正在启动...
2025-10-27 18:43:44 | ai_assistant | INFO     | voice_recognizer.py:112 | listen_and_recognize() | 🎙️ 请说话...
2025-10-27 18:43:48 | ai_assistant | INFO     | main.py:57 | handle_single_interaction() | 🗣️ 用户说: '你好'
2025-10-27 18:43:48 | ai_assistant | INFO     | logger_utils.py:15 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-27 18:43:49 | ai_assistant | INFO     | qwen_assistant.py:205 | _validate_plan_structure() | 检测到闲聊意图 'chat'，启用宽松模式
2025-10-27 18:43:49 | ai_assistant | INFO     | logger_utils.py:15 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-27 18:43:49 | tts_engine | INFO     | text_to_speech.py:40 | speak() | 📢 推送 TTS 文本: 你好！很高兴再次见到你，有什么我可以帮忙的吗？
2025-10-27 18:43:49 | tts_engine | INFO     | text_to_speech.py:66 | _playback_worker() | 🔊 开始播放 TTS: 你好！很高兴再次见到你，有什么我可以帮忙的吗？
2025-10-27 18:43:55 | tts_engine | INFO     | text_to_speech.py:68 | _playback_worker() | ✅ TTS 播放完成
2025-10-27 18:43:55 | ai_assistant | INFO     | logger_utils.py:15 | wrapper() | 🔄 开始执行: 处理一次交互
2025-10-27 18:43:55 | ai_assistant | INFO     | voice_recognizer.py:112 | listen_and_recognize() | 🎙️ 请说话...
